education_level,degree_stream,skills,location,interests,risk_preference,years_experience,salary,demand_label,next_role_success,burnout_label
bachelors,human resources,"employee relations,federal and state laws,policy development,documentation management,communication,confidentiality,attention to detail,teamwork,problem solving,time management,presentation skills,collaboration",global,"career,development",medium,5,19974.81,stable,0,0
masters,human resources,"bilingual (spanish/english),payroll administration,microsoft office (excel, powerpoint, word),data input,analytics,compliance with hr policies and laws,communication skills,problem-solving,analytical skills,interpersonal skills,customer service orientation,collaboration",global,"career,development",low,0,19781.93,stable,0,0
bachelors,human resources,"human resources management,employee relations,bilingual (spanish/english),project management,human capital management systems,microsoft office,performance management,leadership,communication,collaboration,problem solving,time management",global,"career,development",low,5,17505.23,stable,1,0
bachelors,human resources,"hr management,recruitment,compliance,employee relations,performance management,training and development,employment law,organizational development,fmla,ada compliance,onboarding,communication",global,"career,development",medium,2,19514.47,stable,0,0
masters,human resources,"human resources,recruitment,compensation,training,data entry,employee relations,communication,problem solving,relationship management,organizational skills,creativity,flexibility",global,"career,development",high,1,21321.2,stable,0,0
bachelors,human resources,"hr principles,hr analytics,performance management,compliance,policy development,microsoft office suite,job analysis,data documentation,report preparation,career pathing,performance evaluation,organizational skills",global,"career,development",low,0,17256.35,stable,0,0
masters,human resources,"hr strategies,employee relations,compliance,benefit administration,payroll processes,performance management,recruitment and selection,conflict resolution,communication,interpersonal skills,strategic planning,problem solving",global,"career,development",low,0,20067.54,stable,1,1
bachelors,human resources,"recruiting,onboarding,employee relations,problem solving,communication,interpersonal skills,relationship building,multi-tasking,organization,customer focused,ability to work under pressure,microsoft office",global,"career,development",low,6,15761.1,stable,1,1
masters,human resources,"employment law,recruiting,retention,hr experience,communication,confidentiality,flexibility,stress management,teamwork,affirmative action",global,"career,development",medium,2,19406.37,stable,1,1
bachelors,human resources,"benefits administration,employee onboarding,recruiting,fmla,performance management,communication,attention to detail,interpersonal skills,training and development,customer service,problem solving,flsa",global,"career,development",high,5,21686.17,stable,1,0
bachelors,human resources,"human resources management,onboarding,leave administration,data entry,bachelor's degree,professional human resources experience,customer service,communication,teamwork,problem solving,attention to detail,adaptability",global,"career,development",low,6,18506.82,stable,0,0
masters,human resources,"human resources,employee relations,talent acquisition,organizational development,change management,compensation principles,project leadership,government laws and regulations,data analysis,communication,leadership,interpersonal skills",global,"career,development",medium,2,21441.95,stable,0,0
masters,human resources,"microsoft word,microsoft excel,microsoft powerpoint,customer service,attention to detail,communication,interpersonal skills,problem solving,hris systems,performance management,onboarding processes,data analysis",global,"career,development",low,5,16450.06,stable,1,1
masters,human resources,"employee engagement,performance management,microsoft office,talent acquisition,fmla and ada compliance,project management,hr policies and procedures,diversity and inclusion initiatives,communication,problem solving,interpersonal skills,team collaboration",global,"career,development",medium,2,20302.16,stable,0,1
bachelors,human resources,"recruitment and selection,benefits administration,hr systems implementation,data analysis,training and development,effective communication,interpersonal skills,team leadership,accountability,hr strategy and policy development,performance management,contract management",global,"career,development",medium,7,18081.57,stable,0,1
masters,human resources,"recruiting,hris systems,human resources policies,benefits administration,fmla management,ms office suite,critical thinking,problem solving,attention to detail,time management,confidential information management,communication",global,"career,development",medium,0,17694.29,stable,0,0
bachelors,human resources,"data entry,ms office suite,reporting,recruitment,confidentiality,communication,time management,professionalism,discretion,teamwork,problem solving,hris",global,"career,development",high,1,16532.47,stable,0,1
bachelors,human resources,"hris configuration,data analysis,process improvement,communication,collaboration,problem solving,mentoring,customer service,diplomacy,consultation,ukg pro,ukg workforce management",global,"career,development",low,5,15910.02,stable,0,1
bachelors,human resources,"human resources,employee relations,hris,microsoft office (excel, powerpoint, word),analytical skills,talent acquisition,compliance with labor laws,communication,coaching,organizational skills,multi-tasking,problem solving",global,"career,development",medium,7,17931.39,stable,0,0
bachelors,human resources,"recruitment,onboarding,payroll administration,benefits administration,compliance,human resources management,policy adherence,interpersonal skills,communication,relationship building",global,"career,development",medium,7,19536.93,stable,0,0
bachelors,human resources,"microsoft office,hr databases,compliance knowledge,data analysis,event planning,communication,problem-solving,interpersonal skills,planning/organizing,quality control",global,"career,development",medium,7,16468.97,stable,1,1
bachelors,human resources,"microsoft office,benefits administration,compliance management,recruiting,onboarding,process improvement,communication,problem solving,attention to detail,organization,time management,hris (paycom)",global,"career,development",high,2,18569.79,stable,0,1
bachelors,human resources,"data entry,microsoft word,microsoft excel,hr management system,benefit enrollment processing,employee file management,clerical duties,customer service,bilingual (english/spanish),communication,organization,time management",global,"career,development",low,2,16726.86,stable,0,0
masters,human resources,"human resources management,employment law compliance,talent acquisition,data analysis,performance management,benefits administration,communication,interpersonal skills,critical thinking,teamwork,problem solving,creativity",global,"career,development",medium,5,18057.14,stable,0,1
masters,human resources,"recruiting,talent management,compliance,employee engagement programs,conflict resolution,human resources policies,performance management,employment law,training and development,benefits administration,investigations,communication",global,"career,development",medium,1,16328.9,stable,1,1
bachelors,human resources,"administrative support,recruitment,onboarding,record maintenance,filing,document archiving,hr processes,talent management,talent acquisition,people operations,interest in hr,eagerness to learn",global,"career,development",medium,2,16391.36,stable,0,1
masters,human resources,"hr compliance,recruitment,talent development,employee relations,compensation management,onboarding,communication skills,interpersonal skills,conflict resolution,listening skills,sense of urgency,prioritization",global,"career,development",medium,6,21555.46,stable,1,1
bachelors,human resources,"hr management,employee relations,performance management,data analysis,hris systems,legal compliance,microsoft office,project management,coaching and mentoring,communication,problem solving,collaboration",global,"career,development",medium,0,16608.73,stable,1,1
bachelors,human resources,"human resources administration,recruiting,microsoft office,clerical functions,office administration,independent judgment,communication,teamwork,problem solving,attention to detail,customer service,payroll administration",global,"career,development",medium,4,21607.75,stable,1,0
bachelors,human resources,"hr experience,data analysis,talent management,process improvement,communication,problem solving,team building,collaboration,self-motivation,organizational skills,attention to detail,multi-tasking",global,"career,development",high,5,19531.75,stable,1,1
bachelors,human resources,"human resources management,conflict resolution,problem solving,employee relations,organizational design,hr legal compliance,microsoft office suite,hris and talent management systems,payroll management,employee benefits administration,training and development,performance appraisal programs",global,"career,development",medium,4,18240.64,stable,1,1
bachelors,human resources,"team management,communication,teamwork,problem solving,initiative,adaptability,recruiting,resume screening,social media promotion,video communication",global,"career,development",low,2,16537.59,stable,0,0
masters,human resources,"hr management,employee relations,hr reporting and analytics,hris management,payroll processing,compensation management,benefits administration,policy development,compliance management,performance management,project management,microsoft excel",global,"career,development",medium,4,19339.92,stable,1,1
bachelors,human resources,"onboarding,interview coordination,data entry,communication,multi-tasking,problem solving,teamwork,attention to detail,adaptability,hris,kronos,sap",global,"career,development",medium,7,18126.93,stable,0,0
bachelors,human resources,"human resources,organizational development,data analysis,conflict resolution,employee relations,regulatory compliance,hris,ms office,team dynamics,communication,leadership,strategic thinking",global,"career,development",low,0,18305.09,stable,0,0
masters,human resources,"human resource management,employee benefits administration,recruitment,microsoft office suite,strategic planning,analytical thinking,compliance management,onboarding processes,communication,problem solving,critical thinking,innovative thinking",global,"career,development",medium,0,16086.87,stable,0,0
bachelors,human resources,"payroll,hris systems,compliance,data analysis,microsoft office,record keeping,communication,attention to detail,confidentiality,problem solving,teamwork,customer service",global,"career,development",medium,2,19970.66,stable,0,0
masters,human resources,"human resources management,employee relations,recruitment,training and development,compensation management,hr information systems,workforce planning,policy development,compliance,performance appraisal,communication,leadership",global,"career,development",medium,5,19092.78,stable,1,0
masters,human resources,"human resources,microsoft excel,microsoft powerpoint,onboarding,talent management,training,communication,collaboration,coaching,problem solving,relationship building,adaptability",global,"career,development",medium,2,21139.88,stable,1,0
bachelors,human resources,"hr management,employee onboarding,compensation administration,benefits administration,payroll processing,personnel file management,vendor management,strategic thinking,hr systems,organizational learning,communication,decision-making",global,"career,development",high,7,17998.34,stable,1,0
masters,human resources,"hr management,compliance knowledge,hris proficiency,payroll systems,microsoft office suite,policy development,employee training,performance appraisal systems,analytical skills,communication,interpersonal skills,negotiation",global,"career,development",high,4,18141.94,stable,0,0
bachelors,human resources,"payroll processing,data entry,microsoft office,building maintenance,communication,problem solving,attention to detail,teamwork,time management,401(k) management,benefits design,background checks",global,"career,development",low,5,15458.01,stable,0,1
bachelors,human resources,"employee relations,payroll,benefits administration,compliance,human resources programs,bachelor's degree in hr or related field,relationship building,communication,problem solving,teamwork,adaptability,legal knowledge",global,"career,development",low,5,16637.25,stable,1,0
masters,human resources,"hr management,employee relations,federal employment laws,microsoft office suite,onboarding,communication,attention to detail,problem solving,teamwork,customer focus,leadership,work ethic",global,"career,development",high,2,15828.53,stable,0,0
bachelors,human resources,"attention to detail,technology proficiency,document preparation,scheduling meetings,file organization,professional communication,collaboration,time management,confidentiality,prioritization,problem solving,data entry",global,"career,development",high,6,18560.06,stable,1,1
bachelors,human resources,"employee database management,attendance record maintenance,policy formulation,job posting,candidate shortlisting,interview scheduling,training session coordination,interpersonal skills,communication skills,critical thinking,problem solving,orientation coordination",global,"career,development",high,6,19835.19,stable,1,1
bachelors,human resources,"data management,administrative duties,analytical skills,record keeping,spreadsheets,databases,multitasking,time management,communication,problem solving,positive attitude,service-oriented",global,"career,development",low,2,17385.85,stable,1,0
masters,human resources,"knowledge of employment-related laws,hr information system analysis,interpersonal skills,conflict resolution,integrity,professionalism,discretion,ability to learn quickly,shrm-cp,shrm-scp,bachelor's degree in hr or related field,master's degree in hr or related field",global,"career,development",medium,1,20932.12,stable,0,0
bachelors,human resources,"human resources management,compensation and benefits planning,talent acquisition,training and development,strategic planning,policy development,leadership,communication,problem solving,conflict management,teamwork,decision-making",global,"career,development",low,5,21325.1,stable,1,0
masters,human resources,"hr management,talent strategy,change management,workforce planning,employee relations,recruitment and retention,compensation and benefits,hris,leadership development,organizational development,data analysis,performance management",global,"career,development",medium,3,16936.2,stable,0,0
bachelors,human resources,"microsoft office,communication,interpersonal skills,time management,teamwork,attention to detail,problem solving,bilingual skills,hris,ats,canva,paylocity",global,"career,development",low,4,20101.77,stable,1,0
bachelors,human resources,"human resources administration,recruitment,employee engagement,compensation management,benefits administration,microsoft office suite,data compliance,communication,problem solving,conflict management,proactive approach,multitasking",global,"career,development",medium,2,22576.51,stable,0,1
bachelors,human resources,"employee onboarding,record keeping,hr software,data protection compliance,administrative tasks,recruitment coordination,performance evaluations,hr policies,communication,attention to detail,adaptability,proactivity",global,"career,development",low,6,17991.85,stable,1,1
bachelors,human resources,"strategic direction,recruitment,compensation,employee benefits,employee relations,payroll,process improvements,hr technology,communication,innovation,problem solving,people-first mindset",global,"career,development",medium,3,16953.32,stable,0,0
bachelors,human resources,"hr principles,recruitment,employee relations,hr policies and compliance,training and development,hr data management,communication,interpersonal skills,organizational skills,time management,discretion,problem solving",global,"career,development",medium,2,20647.57,stable,0,1
masters,human resources,"hr policies,payroll,employee relations,performance management,compensation and benefits,talent acquisition,hris systems,microsoft office suite,organizational design,communication,problem-solving,interpersonal skills",global,"career,development",medium,6,20066.98,stable,0,0
masters,human resources,"human resources management,employment law,talent acquisition,microsoft office suite,hris,data analysis,performance evaluation,conflict resolution,training and development,recruitment,benefits administration,communication",global,"career,development",high,5,21795.77,stable,0,1
masters,human resources,"talent acquisition,employee relations,compliance with employment laws,training and development,hris management,payroll administration,data reporting,hr policies development,coaching and mentorship,leadership,communication,interpersonal skills",global,"career,development",low,2,23030.16,stable,0,0
bachelors,human resources,"microsoft office suite,performance management,project coordination,documentation,training administration,collaboration,communication,problem solving,dependability,relationship building,adaptability,eagerness to learn",global,"career,development",medium,7,21106.63,stable,0,1
bachelors,human resources,"recruiting,employee benefits administration,conflict resolution,hr policies and procedures development,payroll processing,hr reporting and analytics,training and development coordination,communication,interpersonal skills,integrity,team collaboration,problem solving",global,"career,development",medium,3,21775.14,stable,1,0
masters,human resources,"hr management,employee relations,conflict management,talent development,hr analytics,federal and state employment laws,project management,powerpoint,excel,presentation skills,interviewing and assessment,workforce development",global,"career,development",high,2,16664.85,stable,1,1
masters,human resources,"human resources management,employee relations,benefits administration,compliance,performance management,training and development,payroll systems,microsoft office,data analysis,employment law knowledge,communication,teamwork",global,"career,development",medium,1,22390.57,stable,0,1
masters,human resources,"employee relations,performance management,communication,teamwork,conflict resolution,coaching,problem solving,leadership,hris systems,recruitment strategies,compliance with labor laws,benefits administration",global,"career,development",medium,5,21687.82,stable,1,0
masters,human resources,"data analysis,strategic planning,mentoring,communication,leadership,problem-solving,adaptability,teamwork,self-starter,empathy,motivation,strategic thinking",global,"career,development",medium,6,20205.58,stable,0,0
bachelors,human resources,"administrative skills,hr processes,computer proficiency,onboarding,communication,teamwork,problem solving,flexibility,organizational skills,interpersonal skills,payroll administration,osha reporting",global,"career,development",high,6,17188.04,stable,1,1
bachelors,human resources,"hr administration,background checks,payroll processing,employee file management,job posting,safety program administration,computer proficiency,confidential information handling,certifications (shrm, phr),customer service,communication,prioritization",global,"career,development",low,6,15912.97,stable,0,1
masters,human resources,"hr management,recruitment,onboarding,employee relations,benefits administration,leadership,communication,multi-tasking,problem solving,relationship building,adaptability,teamwork",global,"career,development",medium,7,22636.71,stable,1,1
bachelors,human resources,"excel,microsoft office,analytical skills,recruiting,employee relations,performance management,organizational development,leadership,communication,teamwork,critical thinking,project management",global,"career,development",high,0,16683.83,stable,1,1
bachelors,human resources,"hris,microsoft suite,compensation administration,performance appraisal,eeo reporting,affirmative action plan (aap),pre-employment testing,payroll processing,data analysis,communication,critical evaluation,relationship management",global,"career,development",medium,5,22282.97,stable,0,0
masters,human resources,"human resources management,project management,talent acquisition,employee relations,data analysis,regulatory compliance,performance management,process improvement,coaching and consulting,presentation skills,microsoft office suite,diversity and inclusion",global,"career,development",medium,0,20843.75,stable,1,1
masters,human resources,"employee relations,hr strategies,employment law,hr sourcing,interviewing,training development,human capital management,process improvement,workers compensation,dispute investigation,problem solving,communication",global,"career,development",medium,2,19788.15,stable,1,0
bachelors,human resources,"microsoft office suite,data analysis,background investigation,employee relations,bilingual (english and spanish),communication,organizational skills,problem-solving,decision-making,teamwork,adaptability,attention to detail",global,"career,development",medium,6,16192.45,stable,1,0
bachelors,human resources,"local recruiting,office management,ms office,clerical tasks,time management,multi-tasking,communication,interpersonal skills,customer service,budget management,cash flow projection,compliance",global,"career,development",medium,4,16381.66,stable,1,0
bachelors,human resources,"talent management systems,microsoft office,excel,employee relations,communication,relationship building,problem solving,adaptability,teamwork,hris,wage review,esop distribution",global,"career,development",medium,4,19144.95,stable,1,0
masters,human resources,"human resources management,recruiting,onboarding,hris management,employee benefits administration,compliance knowledge (eeo, ada, fmla),workers compensation management,internal investigations,microsoft office suite,time management,confidentiality,leadership",global,"career,development",medium,3,20336.84,stable,1,0
masters,human resources,"training and development,leadership,communication,collaboration,problem solving,strategic planning,talent management,employee engagement,organizational management,performance management,compensation management,employment law",global,"career,development",high,5,20012.53,stable,1,1
bachelors,human resources,"hris,microsoft office suite,employment law knowledge,recruitment,interviewing,compliance management,conflict resolution,training and development,performance management,communication,interpersonal skills,organizational skills",global,"career,development",medium,6,19892.12,stable,1,1
masters,human resources,"human resources management,recruitment,onboarding,performance evaluations,compensation analysis,hris (ukg),employment laws,organizational skills,mentorship program development,leadership,communication,judgment",global,"career,development",high,7,20135.12,stable,1,1
bachelors,human resources,"ms office suite,workday,adp or similar payroll system,recruitment,onboarding,employee relations,benefits administration,data analysis,communication,interpersonal skills,teamwork,problem solving",global,"career,development",low,3,20108.2,stable,0,1
bachelors,human resources,"human resource management,project management,compensation and benefits,employee relations,recruitment,performance management,policy development,labor laws compliance,hr information systems,training and development,data analysis,negotiation",global,"career,development",high,4,16187.04,stable,1,0
bachelors,human resources,"human resources,employment law,payroll processing,microsoft office suite,hris,compliance tracking,documentation,communication,interpersonal skills,conflict resolution,organizational skills,time management",global,"career,development",low,3,20845.74,stable,0,1
bachelors,human resources,"communication,teamwork,conflict resolution,problem solving,organizational skills,adaptability,ms office,ms excel,successfactors,hris,human resources certification (phr, shrm-cp),data analysis",global,"career,development",low,5,15930.7,stable,1,0
masters,human resources,"labor relations,human resources management systems,microsoft office,bilingual (english/french/spanish),onboarding processes,data analysis,leadership,communication,problem solving,teamwork,organizational skills,coaching",global,"career,development",medium,5,22526.88,stable,0,0
masters,human resources,"hr strategies,employee lifecycle management,recruitment,performance management,employee relations,compliance,hr best practices,problem-solving,decision-making,project management,communication,interpersonal skills",global,"career,development",low,6,16674.51,stable,0,0
bachelors,human resources,"talent management,employee relations,compensation and benefits,hr strategies,talent acquisition,performance management,automation,strategic guidance,leadership,business partnership,communication,negotiation",global,"career,development",medium,7,22098.2,stable,0,0
masters,human resources,"human resources management,employee relations,talent development,confidentiality,hospitality industry experience,communication skills,interpersonal skills,organizational skills,problem-solving skills,leadership,hr policies and best practices,performance management",global,"career,development",medium,1,18320.65,stable,1,0
bachelors,human resources,"hris,ms office suite,employee relations,talent acquisition,learning and development,data analysis,employment law compliance,coaching,collaboration,communication,problem solving,adaptability",global,"career,development",medium,6,15435.67,stable,1,0
bachelors,human resources,"human resources management,employee relations,recruitment,training,data analysis,budget management,report writing,communication,relationship building,problem solving,teamwork,analytical thinking",global,"career,development",high,6,22049.09,stable,1,0
bachelors,human resources,"human resources,employee relations,policy navigation,performance management,bachelor's degree,communication,collaboration,problem solving,relationship building,time management,adaptability,coaching",global,"career,development",medium,2,21078.76,stable,0,1
bachelors,human resources,"data analysis,employee relations,talent acquisition,performance management,microsoft office,sap,hr compliance,report generation,communication,interpersonal skills,organizational skills,confidentiality",global,"career,development",low,0,22428.17,stable,0,1
masters,human resources,"hr clerical processes,employee benefits administration,payroll practices,data compilation and reporting,recordkeeping practices,office practices and procedures,interpretation of hr policies,training and advising,typing (45 wpm),complex rules and regulations,leadership,communication",global,"career,development",high,0,18625.73,stable,0,0
bachelors,human resources,"hr processes,employment law,ms office,hris systems,background checks,recruitment,onboarding,documentation management,communication,collaboration,organizational skills,attention to detail",global,"career,development",low,1,17537.42,stable,0,0
bachelors,human resources,"hris,compliance,reporting,record keeping,recruitment,employee onboarding,data compilation,health and welfare plans administration,knowledge of employment laws,problem solving,communication,interpersonal skills",global,"career,development",high,0,16770.88,stable,1,1
bachelors,human resources,"hr principles,recruitment,employee relations,performance management,onboarding,compliance,microsoft office,communication,interpersonal skills,problem solving,adaptability,teamwork",global,"career,development",medium,7,22026.87,stable,0,0
masters,human resources,"recruiting,talent acquisition,microsoft office suite,employee relations,performance evaluations,employee training and development,communication,interpersonal skills,problem solving,attention to detail,customer service,teamwork",global,"career,development",low,6,19984.46,stable,0,0
bachelors,human resources,"talent management,performance management,leadership development,succession planning,talent acquisition,employee relations,hr compliance,employment law,program management,communication,relationship building,strategic thinking",global,"career,development",medium,5,21558.32,stable,0,0
masters,human resources,"human resources management,employee relations,compliance,training and development,payroll administration,benefits administration,hr information systems,data analysis,conflict resolution,regulatory compliance,communication,leadership",global,"career,development",medium,7,15681.43,stable,0,1
masters,human resources,"hr generalist,recruiting,employee relations,grievance procedures,training strategy,bachelor’s degree in human resources,communication,relationship building,problem solving,collaboration,consultation,leadership",global,"career,development",medium,1,17664.14,stable,1,1
bachelors,human resources,"microsoft word,excel,publisher,hr administration,onboarding assistance,interpersonal skills,leadership,organization,creativity,empathy,time management,communication",global,"career,development",medium,5,18793.87,stable,0,0
bachelors,human resources,"human resources,administrative support,data entry,word processing,typing,emailing,filing,copying,travel arrangements,empathy,communication,teamwork",global,"career,development",medium,6,16192.96,stable,0,0
bachelors,human resources,"human resources expertise,employee relations,data analysis,excel,problem solving,communication,business acumen,consultative skills,performance management,talent management,workday,compliance with laws and regulations",global,"career,development",low,5,18274.48,stable,1,1
bachelors,human resources,"microsoft word,microsoft excel,background checks,employee onboarding,data accuracy,verbal communication,written communication,attention to detail,customer service,interpersonal skills,time management,independent work",global,"career,development",high,7,21565.77,stable,1,0
bachelors,human resources,"hris (hr information systems),recruiting,google suite,project management,analytical skills,policy development,employee engagement programs,communication,interpersonal skills,professionalism,adaptability,decision-making",global,"career,development",low,6,20473.71,stable,0,1
bachelors,human resources,"hr practices,talent acquisition,compensation and benefits,employee relations,hr policy development,data analysis,u.s. employment laws,recruiting tools,benefits plans design,performance metrics,communication,interpersonal skills",global,"career,development",medium,7,16910.07,stable,1,0
masters,human resources,"on-boarding,benefits administration,employee relations,payroll processing,hr compliance,computer proficiency,communication,team leadership,confidentiality,problem solving,attention to detail,interpersonal skills",global,"career,development",low,0,21559.35,stable,1,0
bachelors,human resources,"full-cycle recruiting,compensation and benefits packages,interpersonal skills,verbal communication,time management,problem-solving,teamwork,hris,google suite,employment law,osha regulations,data analysis",global,"career,development",high,7,20950.26,stable,1,1
bachelors,human resources,"human resources management,employee relations,recruitment,payroll processing,employment law,ms office suite,data management,compensation analysis,training development,conflict resolution,osha regulations,communication",global,"career,development",high,3,21988.86,stable,1,0
bachelors,human resources,"payroll,benefits administration,hris,employment law,analytical skills,problem-solving,compliance,training management,data entry,communication,interpersonal skills,negotiation",global,"career,development",medium,6,16486.33,stable,1,1
bachelors,human resources,"communication,interpersonal skills,relationship building,collaboration,strategic thinking,problem solving,hr project management,employee relations,talent management,compliance,policy development,workforce planning",global,"career,development",low,6,15500.11,stable,0,0
masters,human resources,"human resources management,employee relations,compensation and benefits administration,performance management systems,recruiting and hiring practices,employment law compliance,hris and talent management systems,microsoft office suite,organizational development,analytical skills,communication skills,interpersonal skills",global,"career,development",high,4,16345.38,stable,1,1
masters,human resources,"hr management,employee relations,hr reporting and analytics,hris management,payroll processing,compliance,policy development,compensation analysis,benefits administration,project management,conflict resolution,microsoft excel",global,"career,development",high,3,22273.57,stable,0,1
masters,human resources,"human resource management,employee relations,policy development,payroll (adp),compensation programs,time management,problem solving,interpersonal skills,communication,organizational skills,iso 14001,safety management",global,"career,development",medium,6,21753.33,stable,1,1
bachelors,human resources,"hris,microsoft office suite,employee relations,onboarding,offboarding,workplace investigations,benefits administration,data analysis,project coordination,compliance knowledge,communication,interpersonal skills",global,"career,development",medium,5,20205.95,stable,0,1
bachelors,human resources,"recruitment,onboarding,compliance with labor laws,benefits administration,hr principles and practices,communication,interpersonal skills,problem-solving,decision-making,collaboration,relationship building,employee engagement",global,"career,development",low,1,22030.22,stable,1,1
bachelors,human resources,"recruitment,hr policies and procedures,employee relations,performance management,hris,training and development,employment laws,microsoft office suite,data analysis,job analysis,hr metrics,employee benefits programs",global,"career,development",high,7,16478.87,stable,0,1
masters,human resources,"project management,human resources administration,performance management,recruitment,interviewing techniques,records management,employment law,classification and compensation,employee relations,mediation,conflict resolution,audit procedures",global,"career,development",low,1,19027.2,stable,0,0
bachelors,human resources,"recruitment,onboarding,benefits administration,compliance,human resources management,policy adherence,interpersonal skills,communication,relationship building,payroll administration",global,"career,development",medium,4,17468.82,stable,0,0
masters,human resources,"benefits administration,microsoft office,bilingual (english/spanish),communication,teamwork,problem solving,organizational skills,counseling and guidance,onboarding,hris administration,compensation management,payroll management",global,"career,development",medium,5,17078.78,stable,1,1
masters,human resources,"human resources management,employee relations,compensation & benefits,talent management,training development,recruiting,labor law,microsoft office suite,interpersonal skills,negotiation skills,communication,relationship building",global,"career,development",low,6,19447.81,stable,0,0
bachelors,human resources,"employee relations,data analysis,compliance,recruiting strategies,performance management,operational execution,communication,teamwork,problem solving,interpersonal skills,planning and prioritization,customer focus",global,"career,development",medium,1,21733.9,stable,1,0
bachelors,human resources,"global payroll experience,global hr experience,microsoft office (word, excel, outlook, powerpoint),onbase,hr policies/procedures,confidentiality,communication,detail-oriented,organizational skills,customer service,independence,prioritization",global,"career,development",medium,0,17510.23,stable,1,1
masters,human resources,"hr operations,compensation management,recruitment,employee relations,safety protocols,training and development,hr laws knowledge,hris,communication,empathy,organizational skills,initiative",global,"career,development",low,5,20945.56,stable,0,0
bachelors,human resources,"employee relations,recruitment,hr generalist duties,screening,interpersonal skills,communication,problem solving,creativity,approachability,relationship building,adaptability,confidentiality",global,"career,development",high,7,22330.14,stable,1,1
masters,human resources,"talent management,performance management,employee relations,recruiting,data analysis,cloud-based hr software,communication,conflict resolution,relationship building,problem solving,team collaboration,hr strategy development",global,"career,development",medium,1,20274.86,stable,0,0
bachelors,human resources,"ms office,payroll processing,recruitment coordination,hr software,documentation management,leave administration,medical insurance coordination,report generation,communication,teamwork,attention to detail,problem solving",global,"career,development",medium,1,18624.53,stable,1,1
bachelors,human resources,"human resources,employee relations,talent development,compensation,data analysis,employment laws,confidentiality,communication,analytical reasoning,emotional intelligence,discretion,judgment",global,"career,development",high,0,18124.81,stable,0,0
masters,human resources,"employment law,data analytics,training and development,employee relations,communication,leadership,problem solving,social perceptiveness,negotiation,judgment,decision making,attention to detail",global,"career,development",low,4,20044.27,stable,0,1
bachelors,human resources,"recruitment,employee relations,policy administration,performance management,hr process improvement,training and development,regulatory compliance,microsoft office,communication,teamwork,problem solving,analytical skills",global,"career,development",high,2,18766.39,stable,0,1
bachelors,human resources,"hr experience,hr systems (successfactors, workday, sap),advanced excel,advanced powerpoint,budget control,financial measures,ability to thrive under pressure,multi-tasking,attention to detail,proactive,self-motivated,flexibility",global,"career,development",medium,6,19761.32,stable,1,1
bachelors,human resources,"hris,payroll software,microsoft office suite,recruiting,employee onboarding,communication,time management,teamwork,flexibility,attention to detail,consultative skills,professionalism",global,"career,development",medium,1,16439.51,stable,1,0
bachelors,human resources,"hr administration,employee relations,onboarding,compliance,data analysis,report generation,employment law knowledge,communication,teamwork,problem solving,conflict management,customer focus",global,"career,development",medium,2,17419.43,stable,0,1
bachelors,human resources,"human resources administration,payroll administration,employee benefits,performance management,recruiting,kronos,clerical functions,office administration,independent judgment,communication,teamwork,problem solving",global,"career,development",low,0,22755.32,stable,1,1
masters,human resources,"hr management,employee relations,performance management,hr administration,data analysis,employment laws,microsoft office suite,unionized manufacturing experience,phr/sphr certification,communication,interpersonal skills,organizational skills",global,"career,development",low,0,16220.81,stable,0,0
bachelors,human resources,"hris,payroll management,background checks,onboarding,employment regulations,multi-tasking,reporting,communication,judgment,decision making,organizational skills,teamwork",global,"career,development",medium,0,20827.93,stable,0,0
masters,human resources,"hr business partnering,human resources management,performance management systems,hris proficiency,talent planning,learning and development,change management,recruitment strategies,communication,teamwork,empathy,strategic thinking",global,"career,development",medium,3,21707.09,stable,0,1
bachelors,human resources,"hr management,onboarding,employee relations,documentation,microsoft office suite,process improvement,compliance,background verification,communication,interpersonal skills,organizational skills,problem solving",global,"career,development",low,4,15440.45,stable,1,0
masters,human resources,"hr policies,recruitment,onboarding,employee performance management,legal compliance,hris systems,training programs,data analysis,communication,collaboration,coaching,mentoring",global,"career,development",low,1,22463.31,stable,0,0
bachelors,human resources,"employee relations,microsoft office suite,recruitment,data management,confidential information handling,communication,interpersonal skills,problem-solving,attention to detail,teamwork,independence,collaboration",global,"career,development",low,7,19414.02,stable,1,0
masters,human resources,"hr management,recruiting,payroll management,benefits structuring,performance review administration,employee onboarding,data analysis,hr operations,labor law knowledge,report creation,communication,interpersonal skills",global,"career,development",high,6,21038.13,stable,0,1
bachelors,human resources,"applicant tracking system (ats),customer relationship management (crm),microsoft office,organizational skills,multi-tasking,customer service mindset,communication,problem solving,adaptability,teamwork,self-driven,attention to detail",global,"career,development",high,1,20306.68,stable,0,1
bachelors,human resources,"employee relations,performance management,development,ms word,ms excel,bachelor’s degree,interpersonal skills,teamwork,organizational skills,attention to detail,writing skills,verbal communication",global,"career,development",high,4,17103.31,stable,1,0
masters,human resources,"employee relations,talent acquisition,payroll management,communication,teamwork,problem solving,relationship building,customer service,leadership,professionalism,time management,performance management",global,"career,development",medium,0,15740.07,stable,0,1
masters,human resources,"human resources,organizational design,talent management,employee engagement,compliance,leadership development,performance management,problem solving,critical thinking,business acumen,knowledge of hr laws,training and development",global,"career,development",high,5,19773.18,stable,0,0
